Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
32,Non-binary,PhD,Married,116777,795,,Personal,Self-employed,8,Fair,0.302003975,,1,Laurieshire,KY,Grenada,1,2,Medium
69,Female,PhD,Widowed,,727,9275,Personal,Employed,12,Excellent,0.400938895,250729,3,South Daniellefurt,MH,Kenya,4,0,Low
50,Female,PhD,Single,97195,,35441,Auto,Unemployed,19,Fair,0.381553963,108881,3,Jonathanfurt,MN,Dominica,,2,High
31,Female,PhD,Widowed,47394,639,30590,Home,Unemployed,6,Good,0.130725462,100429,1,Kristentown,GA,Tuvalu,1,0,High
53,Non-binary,Bachelor's,Widowed,73642,721,8843,Business,Employed,15,Poor,0.459109769,98641,0,Marissafurt,PW,Saudi Arabia,2,1,Medium
25,Female,Bachelor's,Single,23159,634,,Business,Employed,11,Good,0.593406902,241024,3,Stevensonborough,NV,Egypt,,2,Medium
36,Non-binary,Bachelor's,Widowed,37105,720,33259,Home,Employed,7,Fair,0.412777028,294048,2,Yvonneland,NY,Brunei Darussalam,3,1,Medium
19,Female,Bachelor's,Married,,713,,Home,Self-employed,17,Fair,0.430426239,172924,0,New Sarastad,PA,Czech Republic,2,1,Low
41,Male,Master's,Single,117813,615,32854,Auto,Unemployed,13,Fair,0.266667636,268628,1,East Shari,CO,Italy,2,0,Low
41,Female,Bachelor's,Married,51886,766,19685,Personal,Self-employed,5,Good,0.387275539,298243,3,West Kimside,CA,Central African Republic,0,2,Low
48,Male,Bachelor's,Married,,609,30203,Auto,Unemployed,2,Good,0.157109659,113618,2,North Kristychester,CO,France,4,2,Medium
30,Non-binary,PhD,Single,21144,,36444,Auto,Self-employed,4,Excellent,0.367386681,298935,4,Markton,CT,Singapore,4,0,Low
23,Female,High School,Single,101204,,30860,Auto,Unemployed,4,Poor,0.462209593,139365,4,Cantuchester,MI,United Kingdom,1,0,Medium
37,Non-binary,Bachelor's,Widowed,88096,749,19155,Home,Self-employed,16,Poor,0.528679303,61276,,South Jasmine,FM,Bermuda,2,0,Medium
54,Non-binary,Bachelor's,Divorced,108612,624,37599,Personal,Self-employed,17,Fair,0.176147474,87558,,Armstrongmouth,WY,Mauritania,2,0,Medium
57,Female,PhD,Divorced,,,35899,Auto,Self-employed,10,Good,0.449752469,216945,0,Clementsstad,AL,Uganda,3,0,Low
48,Female,Bachelor's,Widowed,63677,682,18217,Business,Unemployed,12,Excellent,0.299233815,208309,2,New Taylorburgh,CT,Reunion,1,0,Low
21,Female,High School,Single,42593,,29486,Business,Unemployed,17,Fair,0.132561516,241376,,New Jennifer,HI,Switzerland,3,2,Medium
50,Non-binary,PhD,Divorced,106623,615,10475,Business,Employed,19,Fair,0.472979877,124540,3,East Christopherside,AS,United Kingdom,1,0,Low
43,Female,Bachelor's,Divorced,85158,657,,Personal,Self-employed,1,Excellent,0.429120463,167569,1,New Jenniferstad,MT,Turks and Caicos Islands,4,2,Low
19,Female,High School,Divorced,104544,612,45000,Home,Employed,8,Good,0.353012153,,1,Jenningsfort,KS,American Samoa,0,2,Low
44,Non-binary,Bachelor's,Single,92197,693,41984,Home,Employed,18,Fair,0.423769272,99475,0,South Stephen,WA,Isle of Man,0,2,Low
27,Non-binary,Bachelor's,Widowed,77676,669,,Business,Unemployed,2,Excellent,0.248537111,,1,South Jacobville,NY,India,3,1,Medium
30,Female,PhD,Single,96882,,35655,Personal,Self-employed,5,Fair,0.184419142,149148,,New Maurice,ID,Vietnam,4,2,Low
23,Female,PhD,Divorced,111217,759,13714,Business,Self-employed,10,Good,0.534456724,286578,2,North Kyle,PR,Lebanon,3,2,Medium
19,Non-binary,High School,Widowed,111006,,48133,Personal,Unemployed,19,Good,0.590734493,107331,,Bondton,SC,Netherlands Antilles,3,0,Low
41,Male,Bachelor's,Single,52800,735,41354,Auto,Employed,2,Poor,0.150179877,,2,Stephenshaven,MD,Eritrea,0,0,Low
69,Non-binary,High School,Divorced,88773,615,6976,Home,Unemployed,3,Excellent,0.473649241,182043,,North Larryside,AS,Cyprus,,0,Medium
32,Female,Master's,Single,115368,648,19868,Auto,Employed,16,Poor,0.420902234,222738,3,Petersonberg,OH,Tokelau,2,0,High
19,Female,High School,Married,93768,607,36340,Home,Self-employed,10,Good,0.256932879,,0,Cruzside,IN,Guernsey,1,0,High
30,Female,High School,Married,30110,738,20526,Auto,Unemployed,8,Poor,0.249116264,256458,4,Seanton,KY,Turkmenistan,,2,Low
67,Female,Bachelor's,Divorced,,637,29353,Home,Unemployed,0,Poor,0.149314967,,1,West Henrychester,ID,Kyrgyz Republic,4,0,Low
57,Non-binary,PhD,Single,117540,783,,Auto,Employed,10,Good,0.381923059,235191,1,Bakerside,ME,Liechtenstein,2,0,Low
37,Female,PhD,Divorced,115996,729,48736,Personal,Unemployed,18,Good,0.409815474,,,Lake Darren,KS,France,3,2,High
23,Non-binary,PhD,Married,43107,652,47148,Business,Unemployed,7,Excellent,0.236961055,52635,3,Port Shelbyport,NM,Niger,,2,Medium
40,Female,Bachelor's,Single,27938,688,18057,Business,Unemployed,17,Excellent,0.497624864,,1,East Sharifort,MI,Greenland,2,2,High
35,Female,High School,Single,,,33017,Home,Self-employed,3,Fair,0.510547668,180995,,New Abigailview,AK,Finland,,2,High
26,Non-binary,Bachelor's,Divorced,102537,744,36614,Auto,Unemployed,2,Fair,0.115595425,110458,3,North Vickiechester,RI,Saint Pierre and Miquelon,,0,Medium
19,Non-binary,Bachelor's,Divorced,,642,,Home,Unemployed,7,Fair,0.326897191,238778,,Youngmouth,ND,Liechtenstein,2,2,High
30,Male,Bachelor's,Divorced,43763,,43195,Business,Unemployed,1,Excellent,0.323992815,232483,4,North Randall,MN,Sri Lanka,4,1,Medium
57,Female,High School,Single,53380,637,21806,Business,Self-employed,9,Excellent,0.464111133,121734,4,Johnsland,TX,Chile,0,2,High
54,Non-binary,High School,Married,25136,705,26251,Business,Unemployed,18,Good,0.119036068,24318,2,Bryantfort,UT,Heard Island and McDonald Islands,,0,Medium
39,Male,PhD,Widowed,,709,27855,Auto,Unemployed,2,Poor,0.426638648,101117,3,Lake Lee,WI,Madagascar,1,0,High
22,Non-binary,Master's,Single,22424,740,21312,Auto,Unemployed,14,Fair,0.111353158,242298,2,Stricklandmouth,TX,Montserrat,2,1,High
41,Male,Master's,Divorced,,790,17398,Auto,Unemployed,1,Fair,0.351069007,213232,4,Port Kaylahaven,MO,San Marino,2,1,Low
48,Non-binary,High School,Divorced,,,29347,Home,Unemployed,8,Good,0.416701948,245793,,West Steven,PR,Aruba,0,1,Low
59,Non-binary,Master's,Married,88095,636,49173,Auto,Unemployed,1,Good,0.450511325,274870,4,Manningshire,WV,Burundi,3,1,High
61,Male,Master's,Widowed,35941,788,49358,Personal,Employed,6,Poor,0.317185135,218344,0,Jillianchester,SD,Gibraltar,0,2,High
24,Male,Master's,Married,61401,797,37026,Business,Self-employed,6,Good,0.484185129,,,Geraldmouth,CO,Andorra,0,1,Low
33,Female,PhD,Single,58749,673,12937,Business,Employed,18,Excellent,0.271555486,51167,1,Morganville,TN,Kyrgyz Republic,4,1,Low
46,Non-binary,High School,Single,98346,793,24661,Business,Unemployed,7,Fair,0.551953505,292897,,Masseyland,FL,Guinea-Bissau,2,2,High
38,Non-binary,Bachelor's,Widowed,,,24199,Business,Unemployed,10,Fair,0.395693522,45994,,Danielsmouth,MI,Cook Islands,,2,Low
39,Female,PhD,Divorced,44815,691,49632,Auto,Unemployed,5,Fair,0.509218495,256524,2,Walkerburgh,MH,Syrian Arab Republic,3,2,Low
23,Female,Bachelor's,Divorced,54828,,24819,Business,Unemployed,13,Poor,0.449782266,251808,1,Christopherburgh,AZ,Paraguay,0,2,High
23,Female,High School,Widowed,59648,768,41981,Business,Employed,11,Poor,0.162218425,65411,2,West Jesseview,AL,Kenya,3,1,High
35,Female,High School,Married,,,9833,Personal,Self-employed,17,Fair,0.155495082,131120,2,Cynthiashire,CO,Mexico,,0,High
30,Male,Bachelor's,Single,,754,,Business,Employed,8,Fair,0.227096311,26605,2,Mcgrathton,MI,Eritrea,1,1,Low
67,Female,Bachelor's,Divorced,47326,693,27065,Auto,Unemployed,18,Good,0.235793639,,3,New Robertbury,LA,Croatia,0,1,Low
63,Male,High School,Married,33403,627,36664,Personal,Employed,2,Poor,0.206581809,24674,3,Harrisonside,PA,Afghanistan,3,0,Medium
30,Male,High School,Married,65909,,45503,Auto,Employed,8,Fair,0.374629991,57304,,Clarkehaven,NJ,Cote d'Ivoire,2,0,Medium
50,Female,Bachelor's,Married,108993,,8589,Business,Employed,18,Good,0.341652029,39948,,Guerrerofort,CT,Malta,,1,Low
27,Non-binary,PhD,Married,105256,684,21620,Business,Unemployed,14,Poor,0.362273512,45029,3,Lake Lisa,AZ,Christmas Island,4,1,Medium
56,Female,Master's,Single,43898,,30785,Business,Unemployed,4,Fair,0.314510246,,4,Grimesbury,OR,Antigua and Barbuda,3,0,High
20,Male,Master's,Divorced,22600,666,17185,Business,Employed,10,Excellent,0.281182192,80205,1,Albertchester,DC,Palestinian Territory,3,2,Low
37,Female,High School,Married,44409,752,13157,Business,Employed,7,Poor,0.449605397,,,Port Lorettatown,NY,Saint Vincent and the Grenadines,4,1,High
66,Male,PhD,Widowed,101266,681,,Home,Employed,15,Excellent,0.177184467,,0,Lake Carrie,IA,Macao,,0,Low
64,Male,PhD,Married,27014,780,36704,Home,Unemployed,18,Fair,0.218801819,181585,3,New Donaldside,SC,Saudi Arabia,4,1,Low
37,Female,Bachelor's,Widowed,,621,47918,Home,Unemployed,13,Fair,0.423212564,101637,2,Shawland,DC,Saint Lucia,3,0,Low
48,Female,Master's,Married,43426,698,16262,Home,Unemployed,4,Good,0.44032057,107395,1,Cochranberg,PW,Samoa,0,0,High
67,Male,Master's,Divorced,61446,626,6616,Personal,Unemployed,14,Excellent,0.522879236,232456,3,South Melissaville,WI,Sierra Leone,,0,Medium
34,Non-binary,Master's,Single,79151,,18081,Personal,Employed,17,Excellent,0.434823543,273083,2,East Tanyaport,CT,Finland,,0,Medium
18,Non-binary,Bachelor's,Married,58682,,,Home,Unemployed,15,Good,0.574280129,40970,1,Hansonberg,UT,Guinea-Bissau,1,2,High
46,Male,Master's,Divorced,112081,672,23984,Home,Unemployed,12,Poor,0.216015312,160739,2,Brooksfurt,NC,Serbia,0,2,High
64,Non-binary,Bachelor's,Single,89086,794,7698,Home,Self-employed,8,Fair,0.342202061,33371,0,North Brian,PW,Antigua and Barbuda,0,0,Medium
54,Non-binary,High School,Divorced,66998,,17851,Auto,Unemployed,1,Good,0.250717819,231306,,North Rachel,NV,Bangladesh,0,0,Low
53,Non-binary,PhD,Divorced,22871,799,38076,Home,Unemployed,12,Poor,0.502281417,,3,Maryfort,ND,Sierra Leone,2,0,Medium
31,Male,Bachelor's,Divorced,79682,765,10908,Auto,Unemployed,1,Excellent,0.546708145,222920,1,Katherineview,PA,French Guiana,1,1,Low
36,Male,Master's,Divorced,52022,624,21773,Auto,Unemployed,18,Excellent,0.546508167,207403,3,Longton,VA,Croatia,4,1,Low
64,Non-binary,Master's,Widowed,26360,790,,Personal,Employed,18,Excellent,0.203523295,60549,1,Wesleystad,IL,Philippines,2,2,Low
29,Non-binary,PhD,Married,99423,669,,Personal,Self-employed,19,Good,0.270470748,,2,Brandttown,PA,Lithuania,3,0,High
30,Female,High School,Widowed,,,,Auto,Self-employed,13,Poor,0.524199699,30494,3,South Andrew,VT,Korea,2,1,Medium
60,Non-binary,Master's,Divorced,33677,629,39880,Auto,Unemployed,3,Good,0.258018915,214046,3,Colleenmouth,IL,Turkmenistan,,0,Medium
36,Female,Bachelor's,Widowed,45406,,38837,Business,Employed,8,Excellent,0.295106964,101757,4,East Mandy,VT,Bahamas,3,2,High
34,Male,Bachelor's,Single,93424,728,26546,Business,Unemployed,7,Excellent,0.555902831,255725,1,South Lance,MN,Iran,4,2,Medium
64,Female,Master's,Married,96907,731,35332,Business,Self-employed,12,Excellent,0.24286644,,2,West Thomas,DC,Ukraine,2,2,Low
32,Non-binary,PhD,Divorced,94081,614,25999,Business,Unemployed,14,Poor,0.280709573,150543,3,Shepherdville,OH,Malawi,4,1,Low
30,Non-binary,PhD,Married,89647,769,18845,Personal,Self-employed,14,Good,0.362713746,212788,4,Hartmanshire,NH,Solomon Islands,3,2,High
34,Female,High School,Widowed,54621,798,,Personal,Employed,9,Fair,0.429431916,143122,4,Johntown,TN,Bahamas,3,1,Low
23,Female,High School,Single,117681,762,49015,Auto,Employed,19,Good,0.151959974,56005,1,Amandaside,VA,United States of America,0,1,High
35,Female,Bachelor's,Married,23328,716,10184,Auto,Self-employed,1,Fair,0.280901578,95115,1,East Michaelshire,WV,Christmas Island,2,1,Medium
61,Female,PhD,Single,82415,621,46594,Auto,Self-employed,17,Fair,0.1294851,236625,3,Alexton,UT,Korea,2,1,High
34,Non-binary,Bachelor's,Divorced,,,49497,Home,Self-employed,13,Excellent,0.194241277,,2,North William,NC,Pakistan,4,1,Low
41,Female,High School,Divorced,63924,727,14588,Personal,Employed,0,Excellent,0.389207887,253162,2,Lake Charles,GA,Saint Vincent and the Grenadines,,1,Medium
41,Female,PhD,Widowed,33654,,46889,Business,Employed,11,Poor,0.573870466,69176,1,South Jessicafort,GU,Korea,,1,Low
21,Non-binary,Master's,Married,98157,793,,Home,Employed,2,Good,0.258087852,233448,3,East Shannon,KY,Pakistan,1,0,Low
44,Male,Bachelor's,Widowed,100754,767,24177,Personal,Self-employed,16,Excellent,0.517001051,158836,0,Deleonfurt,NM,Mongolia,4,0,Low
42,Male,Bachelor's,Single,69955,,8604,Personal,Unemployed,8,Poor,0.585289901,251701,2,East Michael,MI,Turkey,,1,Medium
62,Male,Bachelor's,Widowed,106718,747,33301,Business,Unemployed,16,Good,0.228185344,91564,1,North Danielleside,AL,Mauritius,2,0,Medium
45,Non-binary,Master's,Single,99517,798,23932,Home,Employed,8,Good,0.439013361,212673,1,Leachport,CO,British Indian Ocean Territory (Chagos Archipelago),2,1,High
62,Female,High School,Divorced,88446,701,23405,Auto,Self-employed,3,Poor,0.590347,279604,2,New Sean,NC,Finland,1,2,Medium
34,Male,PhD,Married,40311,697,15820,Business,Unemployed,3,Good,0.544209771,92277,,Brownchester,WY,Ghana,0,1,Medium
67,Male,PhD,Married,50589,711,19189,Auto,Self-employed,18,Fair,0.507867028,208033,,Davilaton,KS,Niger,2,1,High
35,Female,Bachelor's,Divorced,65302,613,38293,Home,Unemployed,8,Good,0.118862944,112225,4,Lake Carlos,NM,Antigua and Barbuda,4,1,Low
66,Non-binary,PhD,Single,111411,624,,Personal,Unemployed,16,Poor,0.582735434,40277,0,Smithside,VT,Honduras,3,1,Low
43,Female,PhD,Divorced,,705,12071,Business,Employed,8,Good,0.119108756,85658,,Andrewshire,DE,Djibouti,2,0,Low
22,Female,High School,Single,79834,690,46415,Home,Unemployed,1,Good,0.360838913,,1,North Judy,VI,Chad,0,0,Low
31,Non-binary,Bachelor's,Divorced,,,9570,Auto,Unemployed,4,Poor,0.5525812,213274,2,East Stephenborough,MP,Mali,4,1,High
61,Male,Master's,Divorced,37401,681,18295,Personal,Unemployed,9,Fair,0.566108193,193586,3,Robertchester,MN,Serbia,3,2,Medium
31,Male,Master's,Widowed,,648,18461,Personal,Unemployed,18,Poor,0.524109847,23295,,Cabrerafurt,MA,Philippines,1,1,High
69,Non-binary,Master's,Single,93118,613,43065,Home,Unemployed,8,Fair,0.536736028,201855,1,Marshallport,WA,Egypt,2,2,High
42,Female,High School,Married,26609,618,9025,Personal,Self-employed,14,Poor,0.53713655,219804,,Lake Melaniebury,OH,Sao Tome and Principe,2,0,High
41,Female,Bachelor's,Single,,646,,Home,Employed,14,Fair,0.351230538,272604,3,Robinsonland,AS,Suriname,1,0,Low
53,Non-binary,Bachelor's,Widowed,33102,653,8038,Business,Self-employed,8,Good,0.159225266,252864,3,Kimstad,KY,Mali,4,1,High
27,Non-binary,Master's,Widowed,95667,611,14855,Auto,Employed,5,Excellent,0.348861726,,1,North Michaelshire,AL,San Marino,0,0,Low
66,Non-binary,High School,Single,21642,673,48939,Auto,Self-employed,11,Fair,0.19300363,196205,4,North Kristiside,CT,France,1,2,High
25,Male,Master's,Divorced,28463,736,34181,Business,Employed,9,Excellent,0.579517812,165945,1,Hansonmouth,NJ,Marshall Islands,3,1,Low
65,Female,High School,Single,40096,655,17685,Business,Self-employed,8,Fair,0.431769223,103969,3,New Rachel,TN,Jersey,,0,Low
44,Female,PhD,Married,106615,695,,Business,Self-employed,19,Poor,0.196303183,201875,3,Port Lisa,MD,Honduras,4,0,High
56,Female,Bachelor's,Widowed,27807,681,,Personal,Employed,12,Fair,0.497042103,178108,0,Johnbury,WI,Kiribati,2,0,Medium
25,Non-binary,Bachelor's,Widowed,,704,29805,Home,Employed,5,Good,0.50867068,236811,4,South Samuel,IA,Northern Mariana Islands,0,2,Low
26,Non-binary,Master's,Single,113758,677,25354,Personal,Employed,14,Good,0.497299854,226290,,Jessicaland,HI,Lao People's Democratic Republic,2,1,High
45,Non-binary,Bachelor's,Divorced,115515,718,45789,Personal,Unemployed,12,Fair,0.323737968,,4,North Adammouth,NE,Cayman Islands,0,0,Medium
63,Non-binary,Bachelor's,Single,90423,657,31479,Auto,Employed,9,Good,0.395174722,235741,2,West Brianland,KY,Pitcairn Islands,1,2,Medium
55,Non-binary,Master's,Divorced,76492,764,19306,Auto,Employed,8,Good,0.502605907,283364,1,West Joshuaview,DC,Nauru,0,2,High
33,Non-binary,High School,Divorced,71171,642,,Personal,Employed,17,Excellent,0.4438352,152710,3,North Kennethborough,MS,Burkina Faso,1,1,High
20,Male,Bachelor's,Divorced,116576,661,31838,Personal,Self-employed,14,Poor,0.203051316,286754,4,Martinport,OR,Lesotho,1,0,Low
32,Non-binary,PhD,Single,44541,,28030,Personal,Self-employed,0,Excellent,0.567066196,240864,1,New Carol,MP,San Marino,1,2,High
47,Male,High School,Single,83038,727,22938,Auto,Self-employed,13,Excellent,0.368668211,231608,1,Davidhaven,FL,Vanuatu,,1,Low
61,Male,Bachelor's,Married,77773,656,26905,Auto,Unemployed,9,Good,0.565835559,288851,1,North Taylor,ND,British Virgin Islands,0,1,High
41,Non-binary,Bachelor's,Widowed,108247,785,29726,Business,Employed,5,Excellent,0.192441636,260545,4,Port Michele,UT,Sudan,2,2,High
21,Male,High School,Divorced,59695,696,42370,Personal,Employed,19,Excellent,0.5789621,,2,Davidchester,FM,Colombia,,0,Low
53,Female,Bachelor's,Widowed,75258,772,32792,Business,Self-employed,18,Poor,0.573026181,128658,4,Port William,MH,Brunei Darussalam,0,2,Medium
24,Male,Bachelor's,Divorced,106924,675,8356,Auto,Unemployed,12,Good,0.18262889,157887,0,Susanbury,TX,South Georgia and the South Sandwich Islands,1,0,High
35,Male,High School,Single,119027,715,26402,Auto,Unemployed,11,Excellent,0.553803867,68789,1,Lake Mark,CA,Algeria,0,1,Low
55,Non-binary,Bachelor's,Married,67802,797,27447,Home,Employed,1,Poor,0.416615884,229735,3,Kellyside,OK,Canada,4,1,Medium
23,Non-binary,Bachelor's,Married,112326,684,28594,Business,Self-employed,13,Excellent,0.588638403,248557,4,West Jenniferhaven,NJ,Bulgaria,0,1,High
61,Female,High School,Single,,792,,Personal,Employed,19,Fair,0.458573184,81846,4,Riddlefurt,IA,Gibraltar,0,1,Low
23,Non-binary,PhD,Single,28769,,,Personal,Self-employed,9,Good,0.461083502,110304,1,Mcbrideside,MA,Botswana,,0,High
62,Male,Bachelor's,Widowed,50431,784,,Personal,Self-employed,2,Good,0.276638813,,1,Christopherside,IN,Guinea,0,0,Medium
42,Female,PhD,Single,39748,659,16070,Business,Employed,0,Excellent,0.467629607,181954,4,Steventown,TX,Canada,0,1,Low
36,Non-binary,High School,Married,97902,788,30598,Personal,Unemployed,18,Fair,0.57568262,256537,,Cynthiastad,VI,Syrian Arab Republic,1,2,High
28,Male,High School,Divorced,,686,43888,Auto,Self-employed,19,Fair,0.434111982,141276,4,Matthewland,MA,Germany,4,1,Medium
41,Non-binary,PhD,Single,103265,726,5001,Business,Employed,18,Poor,0.119915395,230036,1,Erikaborough,LA,Bahrain,0,0,Low
42,Female,PhD,Widowed,115484,728,30956,Personal,Self-employed,12,Excellent,0.396570883,180666,4,Donnabury,AZ,Bhutan,2,0,High
26,Non-binary,High School,Single,,785,39567,Business,Employed,0,Excellent,0.361960484,76072,3,New Carlaland,NJ,British Indian Ocean Territory (Chagos Archipelago),4,1,High
20,Male,High School,Single,56992,694,26150,Auto,Employed,10,Excellent,0.452457034,211905,2,Wallaceview,HI,United States Minor Outlying Islands,3,2,Low
40,Male,High School,Widowed,118903,670,6148,Personal,Unemployed,12,Excellent,0.226535722,122640,4,Vanessabury,WV,Tanzania,4,0,High
20,Female,Master's,Divorced,81518,742,16101,Home,Employed,14,Good,0.406694572,268591,3,Fosterview,SD,Northern Mariana Islands,4,2,Low
18,Male,PhD,Divorced,21263,691,40486,Business,Self-employed,18,Fair,0.478460181,54956,1,New Tiffany,MN,Nepal,,1,Low
23,Male,Bachelor's,Married,37565,776,14096,Home,Employed,18,Excellent,0.443960045,234100,2,Lake Sergio,NH,Zambia,1,1,Medium
41,Male,Bachelor's,Divorced,56907,725,18324,Auto,Unemployed,14,Good,0.445291313,60679,3,North Robintown,OK,Sweden,2,0,Low
29,Non-binary,High School,Widowed,112167,773,38492,Auto,Unemployed,8,Excellent,0.391033656,58598,,Gentrymouth,ME,Chad,2,0,Low
19,Non-binary,Bachelor's,Married,31945,673,46011,Auto,Unemployed,9,Excellent,0.470070583,117934,3,Lake Heatherchester,MN,Russian Federation,1,1,Low
61,Non-binary,High School,Married,33219,719,26958,Business,Unemployed,9,Fair,0.480155951,121818,0,North Dakotaberg,DE,Lesotho,4,1,Medium
20,Non-binary,High School,Widowed,80188,790,18171,Home,Unemployed,18,Excellent,0.519643339,267766,4,South Georgehaven,MP,Sudan,3,2,High
26,Non-binary,Bachelor's,Married,,794,41359,Auto,Employed,17,Excellent,0.51668052,205063,0,West Taraland,NV,Australia,1,0,Medium
63,Female,High School,Divorced,24192,651,26927,Home,Employed,0,Good,0.459038469,266527,,Christopherchester,VI,Reunion,4,0,Low
34,Male,Master's,Divorced,101440,,16814,Business,Unemployed,15,Poor,0.433158301,95026,4,Daniellestad,FL,Saint Pierre and Miquelon,1,1,High
57,Female,PhD,Married,104054,790,29548,Home,Self-employed,16,Poor,0.197095448,77738,4,Williamsmouth,RI,Australia,1,0,Low
36,Non-binary,Bachelor's,Single,,635,6462,Business,Self-employed,14,Good,0.316384756,161403,3,Loriland,OK,Hungary,,1,Low
61,Non-binary,Bachelor's,Widowed,97402,631,40936,Business,Employed,3,Excellent,0.103103982,170421,1,Lake Victoria,VA,Austria,4,2,High
38,Male,PhD,Divorced,54563,698,32788,Business,Self-employed,19,Poor,0.111037568,240903,1,Holmesville,SD,El Salvador,,0,Medium
